Season,Position,Club,Played,Wins,Draws,Losses,GF,GA,GD,Points,club_id,SummerSpend,SummerIncome,NetSpend,RecoveredIncomingFees,RecoveredOutgoingFees,InternalIncomingMoves,InternalOutgoingMoves,UnknownIncomingFees,UnknownOutgoingFees,NoFeeIncomingMoves,NoFeeOutgoingMoves,NotFoundIncomingFees,NotFoundOutgoingFees
23/24,17,Nott'm Forest,38,9,9,20,49.0,67.0,-18.0,36,703,122980000.0,64400000.0,58580000.0,0,0,0,0,0,1,0,2,0,0
23/24,18,Luton,38,6,8,24,52.0,85.0,-33.0,26,1031,22750000.0,0.0,22750000.0,0,0,0,0,2,0,1,0,0,0
23/24,19,Burnley,38,5,9,24,41.0,78.0,-37.0,24,1132,111050000.0,0.0,111050000.0,0,0,0,1,0,0,0,0,0,0
23/24,20,Sheffield United,38,3,7,28,35.0,104.0,-69.0,16,350,64450000.0,30900000.0,33550000.0,0,0,3,0,0,0,0,0,0,0
24/25,1,Liverpool,38,25,9,4,86.0,41.0,45.0,84,31,42000000.0,47000000.0,-5000000.0,0,0,3,0,0,0,0,2,0,0
24/25,2,Arsenal,38,20,14,4,69.0,34.0,35.0,74,11,107600000.0,82900000.0,24700000.0,0,0,2,0,0,0,0,1,0,0
24/25,3,Man City,38,21,8,9,72.0,44.0,28.0,71,281,25000000.0,136700000.0,-111700000.0,0,0,1,0,0,0,0,0,0,0
24/25,4,Chelsea,38,20,9,9,64.0,43.0,21.0,69,631,261000000.0,205200000.0,55800000.0,0,0,4,0,0,0,0,0,0,0
24/25,5,Newcastle,38,20,6,12,68.0,47.0,21.0,66,762,68200000.0,76200000.0,-8000000.0,0,0,0,0,0,0,0,4,0,0
24/25,6,Aston Villa,38,19,9,10,58.0,51.0,7.0,66,405,176200000.0,145000000.0,31200000.0,0,0,1,0,0,0,0,0,0,0
24/25,7,Nott'm Forest,38,19,8,11,58.0,46.0,12.0,65,703,105500000.0,86700000.0,18800000.0,0,0,0,0,0,3,0,4,0,0
24/25,8,Brighton,38,16,13,9,66.0,59.0,7.0,61,1237,231200000.0,49240000.0,181960000.0,0,0,1,0,0,1,0,1,0,0
24/25,9,Bournemouth,38,15,11,12,58.0,46.0,12.0,56,989,111270000.0,66090000.0,45180000.0,0,0,0,0,0,0,0,3,0,0
24/25,10,Brentford,38,16,8,14,66.0,57.0,9.0,56,1148,85900000.0,74500000.0,11400000.0,0,0,2,0,0,0,0,2,0,0
24/25,11,Fulham,38,15,9,14,54.0,54.0,0.0,54,931,91550000.0,68800000.0,22750000.0,0,0,2,0,0,0,0,0,0,0
24/25,12,Crystal Palace,38,13,14,11,51.0,51.0,0.0,53,873,77700000.0,100300000.0,-22600000.0,0,0,2,0,0,0,0,2,0,0
24/25,13,Everton,38,11,15,12,42.0,44.0,-2.0,48,29,48200000.0,83650000.0,-35450000.0,0,0,1,0,0,0,0,2,0,0
24/25,14,West Ham,38,11,10,17,46.0,62.0,-16.0,43,379,144400000.0,46150000.0,98250000.0,0,0,0,0,0,0,0,1,0,0
24/25,15,Man United,38,11,9,18,44.0,54.0,-10.0,42,985,214500000.0,111300000.0,103200000.0,0,0,1,0,0,0,0,3,0,0
24/25,16,Wolves,38,12,6,20,54.0,69.0,-15.0,42,543,63900000.0,112500000.0,-48600000.0,0,0,0,0,0,0,0,1,0,0
24/25,17,Tottenham,38,11,5,22,64.0,65.0,-1.0,38,148,154850000.0,56300000.0,98550000.0,0,0,2,0,0,0,0,0,0,0
24/25,18,Leicester,38,6,7,25,33.0,80.0,-47.0,25,1003,88050000.0,35400000.0,52650000.0,0,0,0,0,0,0,0,0,0,0
24/25,19,Ipswich,38,4,10,24,36.0,82.0,-46.0,22,677,124990000.0,0.0,124990000.0,0,0,0,0,0,1,0,0,0,0
24/25,20,Southampton,38,2,6,30,26.0,86.0,-60.0,12,180,118050000.0,41590000.0,76460000.0,0,0,1,0,1,1,0,0,0,0
25/26,1,Arsenal,38,26,7,5,71.0,27.0,44.0,85,11,294600000.0,8880000.0,285720000.0,0,0,1,0,0,0,0,1,0,0
25/26,2,Man City,38,23,9,6,77.0,35.0,42.0,78,281,206800000.0,74500000.0,132300000.0,0,0,0,0,0,0,0,1,0,0
25/26,3,Man United,38,20,11,7,69.0,50.0,19.0,71,985,250700000.0,68200000.0,182500000.0,0,0,2,0,0,0,0,1,0,0
25/26,4,Aston Villa,38,19,8,11,56.0,49.0,7.0,65,405,37500000.0,45150000.0,-7650000.0,0,0,1,0,0,0,0,1,0,0
25/26,5,Liverpool,38,17,9,12,63.0,53.0,10.0,60,31,481350000.0,216000000.0,265350000.0,0,0,3,0,0,0,0,0,0,0
25/26,6,Bournemouth,38,13,18,7,58.0,54.0,4.0,57,989,136600000.0,235450000.0,-98850000.0,0,0,0,0,0,0,0,0,0,0
25/26,7,Sunderland,38,14,12,12,42.0,48.0,-6.0,54,289,188650000.0,45000000.0,143650000.0,0,0,1,0,0,0,0,0,0,0
25/26,8,Brighton,38,14,11,13,52.0,46.0,6.0,53,1237,78000000.0,135700000.0,-57700000.0,0,0,2,0,0,0,0,0,0,0
25/26,9,Brentford,38,14,11,13,55.0,52.0,3.0,53,1148,98700000.0,158760000.0,-60060000.0,0,0,2,0,0,0,1,1,0,0
25/26,10,Chelsea,38,14,10,14,58.0,52.0,6.0,52,631,336850000.0,318450000.0,18400000.0,0,0,0,0,0,0,0,0,0,0
25/26,11,Fulham,38,15,7,16,47.0,51.0,-4.0,52,931,40500000.0,17000000.0,23500000.0,0,0,0,0,0,0,0,1,0,0
25/26,12,Newcastle,38,14,7,17,53.0,55.0,-2.0,49,762,274250000.0,176000000.0,98250000.0,0,0,2,0,0,1,0,1,0,0
25/26,13,Everton,38,13,10,15,47.0,50.0,-3.0,49,29,127750000.0,12600000.0,115150000.0,0,0,1,0,1,0,0,0,0,0
25/26,14,Leeds,38,11,14,13,49.0,56.0,-7.0,47,399,113700000.0,6000000.0,107700000.0,0,0,0,0,0,0,0,0,0,0
25/26,15,Crystal Palace,38,11,12,15,41.0,51.0,-10.0,45,873,55300000.0,74150000.0,-18850000.0,0,0,2,0,0,0,0,1,0,0
25/26,16,Nott'm Forest,38,11,11,16,48.0,51.0,-3.0,44,703,233900000.0,126400000.0,107500000.0,0,0,1,0,0,0,0,2,0,0
25/26,17,Tottenham,38,10,11,17,48.0,57.0,-9.0,41,148,205600000.0,41500000.0,164100000.0,0,0,0,0,0,0,0,2,0,0
25/26,18,West Ham,38,10,9,19,46.0,65.0,-19.0,39,379,143800000.0,87500000.0,56300000.0,0,0,4,0,0,0,1,2,0,0
25/26,19,Burnley,38,4,10,24,38.0,75.0,-37.0,22,1132,129500000.0,34200000.0,95300000.0,0,0,0,0,1,1,0,0,0,0
25/26,20,Wolves,38,3,11,24,27.0,68.0,-41.0,20,543,117500000.0,137500000.0,-20000000.0,0,0,1,0,0,2,0,1,0,0
